"island","site","date","habitat","number","result","ground","uniqueID","type"
"rota","grvp",2013-07-16,"native","49","predated","n","grvp-native-49","P"
"rota","grvp",2013-07-16,"native","50","predated","n","grvp-native-50","C"
"rota","grvp",2013-07-16,"native","51","unpredated","n","grvp-native-51",NA
"rota","grvp",2013-07-16,"native","52","unpredated","n","grvp-native-52",NA
"rota","grvp",2013-07-16,"native","53","unpredated","n","grvp-native-53",NA
"rota","grvp",2013-07-16,"native","54","unpredated","n","grvp-native-54",NA
"rota","grvp",2013-07-16,"native","55","unpredated","n","grvp-native-55",NA
"rota","grvp",2013-07-16,"native","57","unpredated","n","grvp-native-57",NA
"rota","grvp",2013-07-16,"native","58","unpredated","n","grvp-native-58",NA
"rota","grvp",2013-07-16,"native","59","unpredated","n","grvp-native-59",NA
"rota","grvp",2013-07-16,"native","60","unpredated","n","grvp-native-60",NA
"rota","grvp",2013-07-16,"native","61","unpredated","n","grvp-native-61",NA
"rota","grvp",2013-07-16,"native","62","unpredated","n","grvp-native-62",NA
"rota","grvp",2013-07-16,"native","63","unpredated","n","grvp-native-63",NA
"rota","grvp",2013-07-16,"native","64","unpredated","n","grvp-native-64",NA
"rota","grvp",2013-07-16,"native","65","unpredated","n","grvp-native-65",NA
"rota","grvp",2013-07-16,"native","66","unpredated","n","grvp-native-66",NA
"rota","grvp",2013-07-16,"native","68","unpredated","n","grvp-native-68",NA
"rota","grvp",2013-07-16,"native","69","unpredated","n","grvp-native-69",NA
"rota","grvp",2013-07-16,"native","70","unpredated","n","grvp-native-70",NA
"rota","grvp",2013-07-16,"native","71","unpredated","n","grvp-native-71",NA
"rota","grvp",2013-07-16,"native","72","unpredated","n","grvp-native-72",NA
"rota","grvp",2013-07-16,"native","73","unpredated","n","grvp-native-73",NA
"rota","grvp",2013-07-16,"native","75","unpredated","n","grvp-native-75",NA
"rota","grvp",2013-07-16,"native","76","unpredated","n","grvp-native-76",NA
"rota","grvp",2013-07-16,"native","77","unpredated","n","grvp-native-77",NA
"rota","grvp",2013-07-16,"native","78","unpredated","n","grvp-native-78",NA
"rota","grvp",2013-07-16,"native","79","unpredated","n","grvp-native-79",NA
"rota","grvp",2013-07-16,"native","80","unpredated","n","grvp-native-80",NA
"rota","grvp",2013-07-16,"native","81","predated","n","grvp-native-81","H"
"rota","grvp",2013-07-16,"native","82","unpredated","n","grvp-native-82",NA
"rota","grvp",2013-07-16,"native","83","predated","y","grvp-native-83","I"
"rota","grvp",2013-07-16,"native","84","unpredated","n","grvp-native-84",NA
"rota","grvp",2013-07-16,"native","85","predated","n","grvp-native-85","H"
"rota","grvp",2013-07-16,"native","86","unpredated","n","grvp-native-86",NA
"rota","grvp",2013-07-16,"native","87","predated","n","grvp-native-87","I"
"rota","grvp",2013-07-16,"native","88","unpredated","n","grvp-native-88",NA
"rota","grvp",2013-07-16,"native","89","unpredated","n","grvp-native-89",NA
"rota","grvp",2013-07-16,"native","90","predated","n","grvp-native-90","I"
"rota","grvp",2013-07-16,"native","91","unpredated","n","grvp-native-91",NA
"rota","grvp",2013-07-16,"native","92","unpredated","n","grvp-native-92",NA
"rota","grvp",2013-07-16,"native","93","unpredated","n","grvp-native-93",NA
"rota","grvp",2013-07-16,"native","94","unpredated","n","grvp-native-94",NA
"rota","grvp",2013-07-16,"native","95","unpredated","n","grvp-native-95",NA
"rota","grvp",2013-07-16,"native","96","unpredated","n","grvp-native-96",NA
"rota","grvp",2013-07-16,"native","97","unpredated","n","grvp-native-97",NA
"rota","grvp",2013-07-16,"native","98","unpredated","n","grvp-native-98",NA
"rota","grvp",2013-07-16,"native","99","unpredated","n","grvp-native-99",NA
"rota","grvp",2013-07-16,"native","100","unpredated","n","grvp-native-100",NA
"rota","grvp",2013-07-16,"native","101","unpredated","n","grvp-native-101",NA
"rota","grvp",2013-07-16,"native","102","unpredated","n","grvp-native-102",NA
"rota","grvp",2013-07-16,"native","103","unpredated","n","grvp-native-103",NA
"rota","grvp",2013-07-16,"native","104","unpredated","n","grvp-native-104",NA
"rota","grvp",2013-07-16,"native","105","unpredated","n","grvp-native-105",NA
"rota","grvp",2013-07-16,"native","106","unpredated","n","grvp-native-106",NA
"rota","grvp",2013-07-16,"native","107","unpredated","n","grvp-native-107",NA
"rota","grvp",2013-07-16,"native","108","unpredated","n","grvp-native-108",NA
"rota","grvp",2013-07-16,"native","109","unpredated","n","grvp-native-109",NA
"rota","grvp",2013-07-16,"native","110","unpredated","n","grvp-native-110",NA
"rota","grvp",2013-07-16,"native","112","unpredated","n","grvp-native-112",NA
"rota","grvp",2013-07-16,"native","113","unpredated","n","grvp-native-113",NA
"rota","grvp",2013-07-16,"native","114","unpredated","n","grvp-native-114",NA
"rota","grvp",2013-07-16,"native","115","unpredated","n","grvp-native-115",NA
"rota","grvp",2013-07-16,"native","116","unpredated","n","grvp-native-116",NA
"rota","grvp",2013-07-16,"native","117","unpredated","n","grvp-native-117",NA
"rota","grvp",2013-07-16,"native","118","unpredated","n","grvp-native-118",NA
"rota","grvp",2013-07-16,"native","119","unpredated","n","grvp-native-119",NA
"rota","grvp",2013-07-16,"native","120","unpredated","n","grvp-native-120",NA
"rota","grvp",2013-07-16,"native","121","unpredated","n","grvp-native-121",NA
"rota","grvp",2013-07-16,"native","122","predated","n","grvp-native-122","O"
"rota","grvp",2013-07-16,"native","124","unpredated","n","grvp-native-124",NA
"rota","grvp",2013-07-16,"native","125","unpredated","n","grvp-native-125",NA
"rota","grvp",2013-07-16,"native","126","unpredated","n","grvp-native-126",NA
"rota","grvp",2013-07-16,"native","127","unpredated","n","grvp-native-127",NA
"rota","grvp",2013-07-16,"native","128","unpredated","n","grvp-native-128",NA
"rota","grvp",2013-07-16,"native","129","unpredated","n","grvp-native-129",NA
"rota","grvp",2013-07-16,"native","130","unpredated","n","grvp-native-130",NA
"rota","grvp",2013-07-16,"native","131","unpredated","n","grvp-native-131",NA
"rota","grvp",2013-07-16,"native","132","unpredated","n","grvp-native-132",NA
"rota","grvp",2013-07-16,"native","133","unpredated","n","grvp-native-133",NA
"rota","grvp",2013-07-16,"native","134","predated","n","grvp-native-134","A"
"rota","grvp",2013-07-16,"native","135","unpredated","n","grvp-native-135",NA
"rota","grvp",2013-07-16,"native","136","unpredated","n","grvp-native-136",NA
"rota","grvp",2013-07-16,"native","137","unpredated","n","grvp-native-137",NA
"rota","grvp",2013-07-16,"native","138","unpredated","n","grvp-native-138",NA
"rota","grvp",2013-07-16,"native","139","unpredated","n","grvp-native-139",NA
"rota","grvp",2013-07-16,"native","140","predated","n","grvp-native-140","H"
"rota","grvp",2013-07-16,"native","141","unpredated","n","grvp-native-141",NA
"rota","grvp",2013-07-16,"native","142","unpredated","n","grvp-native-142",NA
"rota","grvp",2013-07-16,"native","143","unpredated","n","grvp-native-143",NA
"rota","grvp",2013-07-16,"native","144","unpredated","n","grvp-native-144",NA
"rota","grvp",2013-07-16,"native","145","unpredated","n","grvp-native-145",NA
"rota","grvp",2013-07-16,"native","146","predated","n","grvp-native-146","B"
"rota","grvp",2013-07-16,"native","147","unpredated","n","grvp-native-147",NA
"rota","grvp",2013-07-16,"native","148","unpredated","n","grvp-native-148",NA
"rota","grvp",2013-07-16,"native","149","unpredated","n","grvp-native-149",NA
"rota","grvp",2013-07-16,"native","150","unpredated","n","grvp-native-150",NA
"saipan","ladtd",2013-07-03,"disturbed","1","unpredated","n","ladtd-disturbed-1",NA
"saipan","ladtd",2013-07-03,"disturbed","2","unpredated","n","ladtd-disturbed-2",NA
"saipan","ladtd",2013-07-03,"disturbed","3","unpredated","n","ladtd-disturbed-3",NA
"saipan","ladtd",2013-07-03,"disturbed","5","unpredated","n","ladtd-disturbed-5",NA
"saipan","ladtd",2013-07-03,"disturbed","6","predated","n","ladtd-disturbed-6","J"
"saipan","ladtd",2013-07-03,"disturbed","7","unpredated","n","ladtd-disturbed-7",NA
"saipan","ladtd",2013-07-03,"disturbed","8","unpredated","n","ladtd-disturbed-8",NA
"saipan","ladtd",2013-07-03,"disturbed","9","unpredated","n","ladtd-disturbed-9",NA
"saipan","ladtd",2013-07-03,"disturbed","10","unpredated","n","ladtd-disturbed-10",NA
"saipan","ladtd",2013-07-03,"disturbed","11","unpredated","n","ladtd-disturbed-11",NA
"saipan","ladtd",2013-07-03,"disturbed","12","unpredated","n","ladtd-disturbed-12",NA
"saipan","ladtd",2013-07-03,"disturbed","13","unpredated","n","ladtd-disturbed-13",NA
"saipan","ladtd",2013-07-03,"disturbed","14","unpredated","n","ladtd-disturbed-14",NA
"saipan","ladtd",2013-07-03,"disturbed","16","predated","n","ladtd-disturbed-16","C"
"saipan","ladtd",2013-07-03,"disturbed","18","predated","n","ladtd-disturbed-18","C"
"saipan","ladtd",2013-07-03,"disturbed","19","unpredated","n","ladtd-disturbed-19",NA
"saipan","ladtd",2013-07-03,"disturbed","21","predated","n","ladtd-disturbed-21","C"
"saipan","ladtd",2013-07-03,"disturbed","22","unpredated","n","ladtd-disturbed-22",NA
"saipan","ladtd",2013-07-03,"disturbed","24","unpredated","n","ladtd-disturbed-24",NA
"saipan","ladtd",2013-07-03,"disturbed","26","unpredated","n","ladtd-disturbed-26",NA
"saipan","ladtd",2013-07-03,"disturbed","27","unpredated","n","ladtd-disturbed-27",NA
"saipan","ladtd",2013-07-03,"disturbed","29","unpredated","n","ladtd-disturbed-29",NA
"saipan","ladtd",2013-07-03,"disturbed","30","unpredated","n","ladtd-disturbed-30",NA
"saipan","ladtd",2013-07-03,"disturbed","31","unpredated","n","ladtd-disturbed-31",NA
"saipan","ladtd",2013-07-03,"disturbed","32","unpredated","n","ladtd-disturbed-32",NA
"saipan","ladtd",2013-07-03,"disturbed","33","unpredated","n","ladtd-disturbed-33",NA
"saipan","ladtd",2013-07-03,"disturbed","34","unpredated","n","ladtd-disturbed-34",NA
"saipan","ladtd",2013-07-03,"disturbed","35","unpredated","n","ladtd-disturbed-35",NA
"saipan","ladtd",2013-07-03,"disturbed","36","unpredated","n","ladtd-disturbed-36",NA
"saipan","ladtd",2013-07-03,"disturbed","37","unpredated","n","ladtd-disturbed-37",NA
"saipan","ladtd",2013-07-03,"disturbed","40","predated","n","ladtd-disturbed-40","D"
"saipan","ladtd",2013-07-03,"disturbed","41","predated","n","ladtd-disturbed-41","G"
"saipan","ladtd",2013-07-03,"disturbed","42","unpredated","n","ladtd-disturbed-42",NA
"saipan","ladtd",2013-07-03,"disturbed","43","predated","n","ladtd-disturbed-43","C"
"saipan","ladtd",2013-07-03,"disturbed","44","unpredated","n","ladtd-disturbed-44",NA
"saipan","ladtd",2013-07-03,"disturbed","45","predated","n","ladtd-disturbed-45","??"
"saipan","ladtd",2013-07-03,"disturbed","46","unpredated","n","ladtd-disturbed-46",NA
"saipan","ladtd",2013-07-03,"disturbed","47","unpredated","n","ladtd-disturbed-47",NA
"saipan","ladtd",2013-07-03,"disturbed","48","predated","n","ladtd-disturbed-48","G"
"saipan","ladtd",2013-07-03,"disturbed","49","unpredated","n","ladtd-disturbed-49",NA
"saipan","ladtd",2013-07-03,"disturbed","50","unpredated","n","ladtd-disturbed-50",NA
"saipan","ladtd",2013-07-03,"disturbed","51","predated","n","ladtd-disturbed-51","G"
"saipan","ladtd",2013-07-03,"disturbed","52","unpredated","n","ladtd-disturbed-52",NA
"saipan","ladtd",2013-07-03,"disturbed","53","unpredated","n","ladtd-disturbed-53",NA
"saipan","ladtd",2013-07-03,"disturbed","54","unpredated","n","ladtd-disturbed-54",NA
"saipan","ladtd",2013-07-03,"disturbed","55","unpredated","n","ladtd-disturbed-55",NA
"saipan","ladtd",2013-07-03,"disturbed","56","unpredated","n","ladtd-disturbed-56",NA
"saipan","ladtd",2013-07-03,"disturbed","57","predated","n","ladtd-disturbed-57","*"
"saipan","ladtd",2013-07-03,"disturbed","60","unpredated","n","ladtd-disturbed-60",NA
"saipan","ladtd",2013-07-03,"disturbed","61","predated","n","ladtd-disturbed-61","??"
"saipan","ladtd",2013-07-03,"disturbed","62","predated","n","ladtd-disturbed-62","D"
"saipan","ladtd",2013-07-03,"disturbed","63","unpredated","n","ladtd-disturbed-63",NA
"saipan","ladtd",2013-07-03,"disturbed","64","predated","n","ladtd-disturbed-64","G"
"saipan","ladtd",2013-07-03,"disturbed","67","unpredated","n","ladtd-disturbed-67",NA
"saipan","ladtd",2013-07-03,"disturbed","68","unpredated","n","ladtd-disturbed-68",NA
"saipan","ladtd",2013-07-03,"disturbed","69","unpredated","n","ladtd-disturbed-69",NA
"saipan","ladtd",2013-07-03,"disturbed","70","unpredated","n","ladtd-disturbed-70",NA
"saipan","ladtd",2013-07-03,"disturbed","71","unpredated","n","ladtd-disturbed-71",NA
"saipan","ladtd",2013-07-03,"disturbed","72","unpredated","n","ladtd-disturbed-72",NA
"saipan","ladtd",2013-07-03,"disturbed","73","unpredated","n","ladtd-disturbed-73",NA
"saipan","ladtd",2013-07-03,"disturbed","74","unpredated","n","ladtd-disturbed-74",NA
"saipan","ladtd",2013-07-03,"disturbed","75","unpredated","n","ladtd-disturbed-75",NA
"saipan","ladtd",2013-07-03,"disturbed","76","unpredated","n","ladtd-disturbed-76",NA
"saipan","ladtd",2013-07-03,"disturbed","77","predated","n","ladtd-disturbed-77","O"
"saipan","ladtd",2013-07-03,"disturbed","78","predated","n","ladtd-disturbed-78","G"
"saipan","ladtd",2013-07-03,"disturbed","80","unpredated","n","ladtd-disturbed-80",NA
"saipan","ladtd",2013-07-03,"disturbed","81","unpredated","n","ladtd-disturbed-81",NA
"saipan","ladtd",2013-07-03,"disturbed","82","unpredated","n","ladtd-disturbed-82",NA
"saipan","ladtd",2013-07-03,"disturbed","83","unpredated","n","ladtd-disturbed-83",NA
"saipan","ladtd",2013-07-03,"disturbed","84","unpredated","n","ladtd-disturbed-84",NA
"saipan","ladtd",2013-07-03,"disturbed","85","unpredated","n","ladtd-disturbed-85",NA
"saipan","ladtd",2013-07-03,"disturbed","86","unpredated","n","ladtd-disturbed-86",NA
"saipan","ladtd",2013-07-03,"disturbed","87","predated","n","ladtd-disturbed-87","C"
"saipan","ladtd",2013-07-03,"disturbed","89","unpredated","n","ladtd-disturbed-89",NA
"saipan","ladtd",2013-07-03,"disturbed","90","unpredated","n","ladtd-disturbed-90",NA
"saipan","ladtd",2013-07-03,"disturbed","92","unpredated","n","ladtd-disturbed-92",NA
"saipan","ladtd",2013-07-03,"disturbed","93","unpredated","n","ladtd-disturbed-93",NA
"saipan","ladtd",2013-07-03,"disturbed","94","predated","n","ladtd-disturbed-94","J"
"saipan","ladtd",2013-07-03,"disturbed","95","unpredated","n","ladtd-disturbed-95",NA
"saipan","ladtd",2013-07-03,"disturbed","96","predated","n","ladtd-disturbed-96","C"
"saipan","ladtd",2013-07-03,"disturbed","97","predated","n","ladtd-disturbed-97","C"
"saipan","ladtd",2013-07-03,"disturbed","98","predated","n","ladtd-disturbed-98","C"
"saipan","ladtd",2013-07-03,"disturbed","99","unpredated","n","ladtd-disturbed-99",NA
"saipan","ladtd",2013-07-03,"disturbed","100","predated","n","ladtd-disturbed-100","??"
"saipan","ladtd",2013-07-03,"disturbed","101","unpredated","n","ladtd-disturbed-101",NA
"saipan","ladtd",2013-07-03,"disturbed","102","unpredated","n","ladtd-disturbed-102",NA
"saipan","ladtd",2013-07-03,"disturbed","103","unpredated","n","ladtd-disturbed-103",NA
"saipan","ladtd",2013-07-03,"disturbed","104","unpredated","n","ladtd-disturbed-104",NA
"saipan","ladtd",2013-07-03,"disturbed","105","unpredated","n","ladtd-disturbed-105",NA
"saipan","ladtd",2013-07-03,"disturbed","106","unpredated","n","ladtd-disturbed-106",NA
"saipan","ladtd",2013-07-03,"disturbed","109","unpredated","n","ladtd-disturbed-109",NA
"saipan","ladtd",2013-07-03,"disturbed","110","unpredated","n","ladtd-disturbed-110",NA
"saipan","ladtd",2013-07-03,"disturbed","111","unpredated","n","ladtd-disturbed-111",NA
"saipan","ladtd",2013-07-03,"disturbed","112","predated","n","ladtd-disturbed-112","D"
"saipan","ladtd",2013-07-03,"disturbed","113","unpredated","n","ladtd-disturbed-113",NA
"saipan","ladtd",2013-07-03,"disturbed","114","unpredated","n","ladtd-disturbed-114",NA
"saipan","ladtd",2013-07-03,"disturbed","115","predated","n","ladtd-disturbed-115","??"
"saipan","ladtd",2013-07-03,"disturbed","116","unpredated","n","ladtd-disturbed-116",NA
"saipan","ladtd",2013-07-03,"disturbed","117","unpredated","n","ladtd-disturbed-117",NA
"saipan","ladtd",2013-07-03,"disturbed","118","unpredated","n","ladtd-disturbed-118",NA
"saipan","ladtd",2013-07-03,"disturbed","119","unpredated","n","ladtd-disturbed-119",NA
"saipan","ladtd",2013-07-03,"disturbed","121","unpredated","n","ladtd-disturbed-121",NA
"saipan","ladtd",2013-07-03,"disturbed","122","unpredated","n","ladtd-disturbed-122",NA
"saipan","ladtd",2013-07-03,"disturbed","123","unpredated","n","ladtd-disturbed-123",NA
"saipan","ladtd",2013-07-03,"disturbed","124","unpredated","n","ladtd-disturbed-124",NA
"saipan","ladtd",2013-07-03,"disturbed","125","unpredated","n","ladtd-disturbed-125",NA
"saipan","ladtd",2013-07-03,"disturbed","126","unpredated","n","ladtd-disturbed-126",NA
"saipan","ladtd",2013-07-03,"disturbed","128","unpredated","n","ladtd-disturbed-128",NA
"saipan","ladtd",2013-07-03,"disturbed","129","unpredated","n","ladtd-disturbed-129",NA
"saipan","ladtd",2013-07-03,"disturbed","130","unpredated","n","ladtd-disturbed-130",NA
"saipan","ladtd",2013-07-03,"disturbed","131","unpredated","n","ladtd-disturbed-131",NA
"saipan","ladtd",2013-07-03,"disturbed","132","unpredated","n","ladtd-disturbed-132",NA
"saipan","ladtd",2013-07-03,"disturbed","134","unpredated","n","ladtd-disturbed-134",NA
"saipan","ladtd",2013-07-03,"disturbed","135","unpredated","n","ladtd-disturbed-135",NA
"saipan","ladtd",2013-07-03,"disturbed","136","unpredated","n","ladtd-disturbed-136",NA
"saipan","ladtd",2013-07-03,"disturbed","137","unpredated","n","ladtd-disturbed-137",NA
"saipan","ladtd",2013-07-03,"disturbed","138","unpredated","n","ladtd-disturbed-138",NA
"saipan","ladtd",2013-07-03,"disturbed","140","unpredated","n","ladtd-disturbed-140",NA
"saipan","ladtd",2013-07-03,"disturbed","142","unpredated","n","ladtd-disturbed-142",NA
"saipan","ladtd",2013-07-03,"disturbed","143","unpredated","n","ladtd-disturbed-143",NA
"saipan","ladtd",2013-07-03,"disturbed","144","unpredated","n","ladtd-disturbed-144",NA
"saipan","ladtd",2013-07-03,"disturbed","145","unpredated","n","ladtd-disturbed-145",NA
"saipan","ladtd",2013-07-03,"disturbed","147","unpredated","n","ladtd-disturbed-147",NA
"saipan","ladtd",2013-07-03,"disturbed","148","unpredated","n","ladtd-disturbed-148",NA
"saipan","ladtd",2013-07-03,"disturbed","149","unpredated","n","ladtd-disturbed-149",NA
"saipan","ladtd",2013-07-03,"disturbed","150","unpredated","n","ladtd-disturbed-150",NA
"saipan","ladtd",2013-07-03,"disturbed","151","unpredated","n","ladtd-disturbed-151",NA
"saipan","ladtd",2013-07-03,"disturbed","152","predated","n","ladtd-disturbed-152","L"
"saipan","ladt_n",2013-07-05,"native","1","predated","n","ladt_n-native-1","O"
"saipan","ladt_n",2013-07-05,"native","2","predated","n","ladt_n-native-2","D"
"saipan","ladt_n",2013-07-05,"native","3","unpredated","n","ladt_n-native-3",NA
"saipan","ladt_n",2013-07-05,"native","4","unpredated","n","ladt_n-native-4",NA
"saipan","ladt_n",2013-07-05,"native","5","unpredated","n","ladt_n-native-5",NA
"saipan","ladt_n",2013-07-05,"native","6","unpredated","n","ladt_n-native-6",NA
"saipan","ladt_n",2013-07-05,"native","7","unpredated","n","ladt_n-native-7",NA
"saipan","ladt_n",2013-07-05,"native","8","predated","n","ladt_n-native-8","A"
"saipan","ladt_n",2013-07-05,"native","9","unpredated","n","ladt_n-native-9",NA
"saipan","ladt_n",2013-07-05,"native","10","unpredated","n","ladt_n-native-10",NA
"saipan","ladt_n",2013-07-05,"native","11","predated","n","ladt_n-native-11","P"
"saipan","ladt_n",2013-07-05,"native","12","unpredated","n","ladt_n-native-12",NA
"saipan","ladt_n",2013-07-05,"native","13","unpredated","n","ladt_n-native-13",NA
"saipan","ladt_n",2013-07-05,"native","14","predated","n","ladt_n-native-14","A"
"saipan","ladt_n",2013-07-05,"native","15","predated","n","ladt_n-native-15","P"
"saipan","ladt_n",2013-07-05,"native","16","unpredated","n","ladt_n-native-16",NA
"saipan","ladt_n",2013-07-05,"native","17","unpredated","n","ladt_n-native-17",NA
"saipan","ladt_n",2013-07-05,"native","18","unpredated","n","ladt_n-native-18",NA
"saipan","ladt_n",2013-07-05,"native","19","unpredated","n","ladt_n-native-19",NA
"saipan","ladt_n",2013-07-05,"native","20","predated","n","ladt_n-native-20","P"
"saipan","ladt_n",2013-07-05,"native","21","predated","n","ladt_n-native-21","P"
"saipan","ladt_n",2013-07-05,"native","24","unpredated","n","ladt_n-native-24",NA
"saipan","ladt_n",2013-07-05,"native","25","predated","n","ladt_n-native-25","C"
"saipan","ladt_n",2013-07-05,"native","26","unpredated","n","ladt_n-native-26",NA
"saipan","ladt_n",2013-07-05,"native","27","predated","n","ladt_n-native-27","D"
"saipan","ladt_n",2013-07-05,"native","28","unpredated","n","ladt_n-native-28",NA
"saipan","ladt_n",2013-07-05,"native","29","predated","n","ladt_n-native-29","P"
"saipan","ladt_n",2013-07-05,"native","30","unpredated","n","ladt_n-native-30",NA
"saipan","ladt_n",2013-07-05,"native","32","unpredated","n","ladt_n-native-32",NA
"saipan","ladt_n",2013-07-05,"native","33","unpredated","n","ladt_n-native-33",NA
"saipan","ladt_n",2013-07-05,"native","34","unpredated","n","ladt_n-native-34",NA
"saipan","ladt_n",2013-07-05,"native","35","predated","n","ladt_n-native-35","B"
"saipan","ladt_n",2013-07-05,"native","36","predated","n","ladt_n-native-36","B"
"saipan","ladt_n",2013-07-05,"native","37","predated","n","ladt_n-native-37","D"
"saipan","ladt_n",2013-07-05,"native","38","unpredated","n","ladt_n-native-38",NA
"saipan","ladt_n",2013-07-05,"native","40","unpredated","n","ladt_n-native-40",NA
"saipan","ladt_n",2013-07-05,"native","41","unpredated","n","ladt_n-native-41",NA
"saipan","ladt_n",2013-07-05,"native","42","unpredated","n","ladt_n-native-42",NA
"saipan","ladt_n",2013-07-05,"native","43","predated","n","ladt_n-native-43","N"
"saipan","ladt_n",2013-07-05,"native","44","unpredated","n","ladt_n-native-44",NA
"saipan","ladt_n",2013-07-05,"native","45","unpredated","n","ladt_n-native-45",NA
"saipan","ladt_n",2013-07-05,"native","46","unpredated","n","ladt_n-native-46",NA
"saipan","ladt_n",2013-07-05,"native","47","unpredated","n","ladt_n-native-47",NA
"saipan","ladt_n",2013-07-05,"native","48","unpredated","n","ladt_n-native-48",NA
"saipan","ladt_n",2013-07-05,"native","49","unpredated","n","ladt_n-native-49",NA
"saipan","ladt_n",2013-07-05,"native","50","unpredated","n","ladt_n-native-50",NA
"saipan","ladt_n",2013-07-05,"native","51","unpredated","n","ladt_n-native-51",NA
"saipan","ladt_n",2013-07-05,"native","52","unpredated","n","ladt_n-native-52",NA
"saipan","ladt_n",2013-07-05,"native","54","predated","n","ladt_n-native-54","H"
"saipan","ladt_n",2013-07-05,"native","55","unpredated","n","ladt_n-native-55",NA
"saipan","ladt_n",2013-07-05,"native","56","unpredated","n","ladt_n-native-56",NA
"saipan","ladt_n",2013-07-05,"native","57","unpredated","n","ladt_n-native-57",NA
"saipan","ladt_n",2013-07-05,"native","58","unpredated","n","ladt_n-native-58",NA
"saipan","ladt_n",2013-07-05,"native","59","unpredated","n","ladt_n-native-59",NA
"saipan","ladt_n",2013-07-05,"native","61","unpredated","n","ladt_n-native-61",NA
"saipan","ladt_n",2013-07-05,"native","62","unpredated","n","ladt_n-native-62",NA
"saipan","ladt_n",2013-07-05,"native","63","unpredated","n","ladt_n-native-63",NA
"saipan","ladt_n",2013-07-05,"native","64","unpredated","n","ladt_n-native-64",NA
"saipan","ladt_n",2013-07-05,"native","65","unpredated","n","ladt_n-native-65",NA
"saipan","ladt_n",2013-07-05,"native","66","unpredated","n","ladt_n-native-66",NA
"saipan","ladt_n",2013-07-05,"native","67","predated","n","ladt_n-native-67","NP"
"saipan","ladt_n",2013-07-05,"native","68","unpredated","n","ladt_n-native-68",NA
"saipan","ladt_n",2013-07-05,"native","70","predated","n","ladt_n-native-70","P"
"saipan","ladt_n",2013-07-05,"native","71","unpredated","n","ladt_n-native-71",NA
"saipan","ladt_n",2013-07-05,"native","72","unpredated","n","ladt_n-native-72",NA
"saipan","ladt_n",2013-07-05,"native","73","unpredated","n","ladt_n-native-73",NA
"saipan","ladt_n",2013-07-05,"native","74","unpredated","n","ladt_n-native-74",NA
"saipan","ladt_n",2013-07-05,"native","75","unpredated","n","ladt_n-native-75",NA
"saipan","ladt_n",2013-07-05,"native","76","unpredated","n","ladt_n-native-76",NA
"saipan","ladt_n",2013-07-05,"native","77","predated","n","ladt_n-native-77","P"
"saipan","ladt_n",2013-07-05,"native","78","unpredated","n","ladt_n-native-78",NA
"saipan","ladt_n",2013-07-05,"native","79","predated","n","ladt_n-native-79","P"
"saipan","ladt_n",2013-07-05,"native","80","unpredated","n","ladt_n-native-80",NA
"saipan","ladt_n",2013-07-05,"native","81","unpredated","n","ladt_n-native-81",NA
"saipan","ladt_n",2013-07-05,"native","82","unpredated","n","ladt_n-native-82",NA
"saipan","ladt_n",2013-07-05,"native","84","unpredated","n","ladt_n-native-84",NA
"saipan","ladt_n",2013-07-05,"native","86","predated","n","ladt_n-native-86","P"
"saipan","ladt_n",2013-07-05,"native","87","predated","n","ladt_n-native-87","P"
"saipan","ladt_n",2013-07-05,"native","88","unpredated","n","ladt_n-native-88",NA
"saipan","ladt_n",2013-07-05,"native","94","unpredated","n","ladt_n-native-94",NA
"saipan","ladt_n",2013-07-05,"native","95","unpredated","n","ladt_n-native-95",NA
"saipan","ladt_n",2013-07-05,"native","96","unpredated","n","ladt_n-native-96",NA
"saipan","ladt_n",2013-07-05,"native","97","unpredated","n","ladt_n-native-97",NA
"saipan","ladt_n",2013-07-05,"native","99","predated","n","ladt_n-native-99","*"
"saipan","ladt_n",2013-07-05,"native","100","unpredated","n","ladt_n-native-100",NA
"saipan","ladt_n",2013-07-05,"native","101","unpredated","n","ladt_n-native-101",NA
"saipan","ladt_n",2013-07-05,"native","103","unpredated","n","ladt_n-native-103",NA
"saipan","ladt_n",2013-07-05,"native","104","predated","n","ladt_n-native-104","*"
"saipan","ladt_n",2013-07-05,"native","105","unpredated","n","ladt_n-native-105",NA
"saipan","ladt_n",2013-07-05,"native","106","predated","n","ladt_n-native-106","D"
"saipan","ladt_n",2013-07-05,"native","107","unpredated","n","ladt_n-native-107",NA
"saipan","ladt_n",2013-07-05,"native","108","unpredated","n","ladt_n-native-108",NA
"saipan","ladt_n",2013-07-05,"native","109","unpredated","n","ladt_n-native-109",NA
"saipan","ladt_n",2013-07-05,"native","110","unpredated","n","ladt_n-native-110",NA
"saipan","ladt_n",2013-07-05,"native","112","unpredated","n","ladt_n-native-112",NA
"saipan","ladt_n",2013-07-05,"native","113","unpredated","n","ladt_n-native-113",NA
"saipan","ladt_n",2013-07-05,"native","115","unpredated","n","ladt_n-native-115",NA
"saipan","ladt_n",2013-07-05,"native","116","unpredated","n","ladt_n-native-116",NA
"saipan","ladt_n",2013-07-05,"native","117","unpredated","n","ladt_n-native-117",NA
"saipan","ladt_n",2013-07-05,"native","118","unpredated","n","ladt_n-native-118",NA
"saipan","ladt_n",2013-07-05,"native","119","unpredated","n","ladt_n-native-119",NA
"saipan","ladt_n",2013-07-05,"native","120","unpredated","n","ladt_n-native-120",NA
